HOUSEHOLD_ID,DRIVER_ID,POLICY_ID,CLAIM_ID,INCIDENT_CAUSE,DESCRIPTION,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,PRIMARY_DRIVER_ID,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,PLATE,COLOR,INITIAL_ODOMETER,LOW_MILEAGE_USE,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,SSN,DRIVERS_LICENSE_ID,DRIVERS_LICENSE_EXPIRY,DRIVERS_LICENSE_STATE,DATE_AT_CURRENT_ADDRESS,CONTACT_NUMBER,EMAIL,COMMUTE_DISCOUNT
AF84978,FKV5887,NY5729669,A-2017-BW985,3,,3,60333.1,10/8/17,10/21/17,1,1,41.96720478,-87.7390419,1368.5,0,FKV5887,6/2/16,6/2/17,2014,Toyota,Rav-4,ARJA121,Silver,56340,0,Ollie,Bayter,M,10/7/41,895-61-5808,W722-2816-1072,1/19/19,IL,7/3/14,329-759-0673 ,obayter@gmxx.com,0
IK65751,WQU9661,PZ4091803,A-2016-ZL604,1,,1,175019,6/1/16,6/13/16,0,1,41.94003224,-87.63949853,33752.5,1,WQU9661,4/13/15,4/12/16,2009,Honda,Civic,WOYV338,Light Brown,167748,0,Korey,Dread,M,11/18/49,567-54-8941,V931-5022-4363,7/17/20,IL,8/9/03,741-524-0317 ,kdread@ggmail.com,0
KC09049,UGD8766,TR3200628,A-2018-YA444,5,,3,117850.5,4/14/18,4/20/18,0,1,41.88462477,-87.61925432,2810,0,UGD8766,9/11/17,9/11/18,2008,Honda,Civic,JUYH310,Med Dk Blue,106380,1,Pierre,Ingrim,M,4/30/67,768-96-8314,A492-5589-9966,3/20/20,IL,10/14/03,821-581-0185 ,pingrim@freshmaail.com,1
CB01483,AUD6272,TP8111859,A-2016-LC306,1,,1,108129.2,10/26/16,11/4/16,0,1,41.95855184,-87.64623776,34300,1,AUD6272,8/18/15,8/17/16,2011,Jeep,Cherokee,OBVI055,Silver,107160,0,Johnson,Selewski,M,2/12/95,366-84-2365,R924-5549-9452,12/4/19,IL,5/4/00,741-449-0709 ,jselewski@mmail.com,0
BL65391,XQT2723,YX8965578,A-2018-RX394,1,,1,208547.1,10/16/18,10/17/18,1,1,41.95509798,-87.76721133,28250,1,XQT2723,4/24/17,4/24/18,2008,BMW,X5,UMYT316,Dark Red,203676,0,Boyce,And,M,8/21/95,582-86-1071,C752-9168-7181,5/25/18,IL,8/25/09,232-336-0854 ,band@fasstmail.com,0
AD21233,NOQ5651,TX5197224,A-2016-DD777,3,,3,160946.7,9/24/16,10/8/16,0,1,41.93177005,-87.7368781,2980,0,NOQ5651,8/26/15,8/25/16,2009,Subaru,Forester,CPVJ261,Silver,157920,0,Christin,Bachofner,F,11/6/49,616-76-6227,H396-7795-7436,1/8/20,IL,9/5/06,748-741-0944 ,cbachofner@mailjeep.com,0
AH62631,LEK4127,RN6142623,A-2018-CY343,5,,3,74182.8,5/11/18,5/16/18,0,1,41.9015163,-87.66384666,1250,0,LEK4127,5/2/17,5/2/18,2015,Chevrolet,Colorado,TUGE986,Silver,65004,0,Jeff,Varra,M,10/17/42,132-32-4229,A639-4147-5472,10/24/19,IL,3/23/01,748-640-0456 ,jvarra@gmxx.com,0
IC57782,ANU9281,XW5092196,A-2016-WR831,5,,3,45583.2,11/10/16,11/17/16,0,1,41.83778218,-87.72056251,2670,0,ANU9281,9/26/15,9/25/16,2014,Chevrolet,Silverado,PSHL935,Silver,39432,0,Abe,Tricarico,M,9/26/95,731-43-5999,B911-2534-1473,4/17/18,IL,6/12/99,349-620-0301 ,atricarico@freshmaail.com,0
KH64592,WUA9080,WT7514449,A-2016-US954,3,,1,38341.4,6/15/16,6/28/16,1,2,41.89681668,-87.61682704,27610,1,WUA9080,9/3/15,9/2/16,2013,Jeep,Cherokee,UXXY577,Black,27234,1,Maribel,Zhao,F,1/3/81,525-64-8563,W382-8319-5018,5/11/21,IL,7/3/03,748-578-0280 ,mzhao@mooosend.com,0
LM74150,IIP5092,UZ5342924,A-2017-KH560,2,,3,142357.9,2/10/17,2/18/17,1,4,41.79486171,-87.61914773,2208,0,IIP5092,9/13/16,9/13/17,2010,Lexus,NX,YHHF104,Gold,141792,0,Emory,Hoebeke,M,12/18/90,879-47-7328,X759-6927-6242,7/22/18,IL,3/23/01,837-494-0696 ,ehoebeke@inboux.com,0
LD14383,LPM3687,ZS4092649,A-2018-ZW505,3,,1,231083.4,9/10/18,9/24/18,1,1,42.00251435,-87.7682954,18650,1,LPM3687,5/8/17,5/8/18,2006,Ford,Focus,MAEG231,Med Dark Green,227124,0,Jorge,Evrard,M,6/14/50,784-80-4303,V973-3435-1937,3/19/19,IL,7/19/13,736-411-0918 ,jevrard@outloop.com,0
IL50425,THR7237,VR2124163,A-2017-YF474,5,,3,234552.8,3/13/17,3/26/17,0,1,41.92939683,-87.76207487,2330,0,THR7237,7/26/16,7/26/17,2006,Toyota,Highlander,VRSA399,Med Dk Blue,222168,0,Letitia,Fishe,F,8/8/75,062-36-9849,G203-7541-1213,3/10/19,IL,3/21/05,729-714-0873 ,lfishe@mooosend.com,0
HE44345,NHD3489,VY1810959,A-2018-MY353,5,,1,91465,1/14/18,1/24/18,1,1,41.96784842,-87.71442391,20610,1,NHD3489,3/7/17,3/7/18,2014,Hyundai,Elantra,HVFC999,White,88908,0,Zoe,Kammers,F,10/2/71,439-11-7265,B246-7070-3624,4/14/20,IL,11/17/13,821-740-0745 ,zkammers@gmxx.com,0
BL28662,WUK9818,RN5813594,A-2017-CS392,3,,1,187157,2/19/17,2/28/17,1,4,41.77537131,-87.56963412,2863.5,1,WUK9818,5/25/16,5/25/17,2009,Hyundai,Sonata,KCCW344,Silver,180324,0,Marla,Kelz,F,5/12/73,102-68-3607,V215-1050-8130,6/6/20,IL,9/26/02,243-578-0196 ,mkelz@inboux.com,0
HM85594,RYB2423,ZV5564899,A-2018-PX702,2,,3,188259.7,7/24/18,7/29/18,0,1,41.86262829,-87.61503109,1000,0,RYB2423,2/4/17,2/4/18,2010,Honda,HR-V,STDT226,Silver,178368,0,Nona,Messer,F,4/18/99,715-83-6271,K648-9032-3079,2/17/18,IL,10/21/08,232-394-0227 ,nmesser@mmail.com,0
MH45923,TUW1041,YP6571741,A-2017-TU172,5,,1,35267,2/20/17,2/27/17,1,1,41.8443652,-87.7244009,15040,1,TUW1041,3/14/16,3/14/17,2015,Toyota,Corolla,NKFR877,Dark Red,21156,1,Antionette,Borash,F,10/16/66,364-31-1680,Q344-3934-4532,6/11/20,IL,11/11/08,827-397-0877 ,aborash@inboux.com,0
AH90631,ZIF3330,RN6062838,A-2017-JO455,2,,1,67329.1,1/17/17,1/22/17,0,4,41.95536537,-87.74727963,2932.5,1,ZIF3330,3/13/16,3/13/17,2014,Toyota,Tundra,XGQS660,Med. Dark Gray,54312,0,Annabelle,Tape,F,5/15/82,623-46-8129,Y121-3392-5893,11/2/21,IL,10/4/05,738-337-0283 ,atape@mooosend.com,0
MI08265,OQM4592,RR4766997,A-2016-XT274,3,,1,144226.8,9/16/16,9/18/16,1,1,41.99753989,-87.70700596,30400,1,OQM4592,1/20/15,1/20/16,2010,Hyundai,Tucson,ZWNI622,Black,138816,0,Gerald,Nicoulin,M,9/16/40,720-30-7189,Z917-5786-2149,10/8/18,IL,10/6/04,749-204-0396 ,gnicoulin@outloop.com,0
GD15805,HFY6492,TZ7299289,A-2018-AG506,4,,3,234498.3,2/26/18,3/6/18,0,1,42.00903939,-87.6903184,2630,0,HFY6492,2/24/17,2/24/18,2008,Honda,Pilot,SHRI235,Silver,230400,0,Edwin,Scronce,M,10/21/94,015-10-2899,K158-9906-8372,9/11/18,IL,1/12/13,261-403-0819 ,escronce@mailjeep.com,0
GD08394,IUK1664,NX3788470,A-2016-EF835,4,,1,35458.2,2/5/16,2/17/16,1,1,41.75847858,-87.74152601,30540,1,WXD4296,6/27/15,6/26/16,2013,Volkswagen,Tiguan,VRHL819,Dark Red,31140,1,Kristie,Huggans,F,3/30/70,738-66-5569,Z741-1139-3876,5/19/19,IL,2/14/12,358-263-0579 ,khuggans@freshmaail.com,0
IJ97928,LXH1303,WP5551592,A-2018-GX808,5,,1,81629.9,1/31/18,2/8/18,0,1,41.79932043,-87.72319071,22420,1,LXH1303,1/16/17,1/16/18,2014,Chevrolet,Silverado,RGZQ189,White,78528,0,Jasmine,Castaing,F,9/13/50,440-21-0905,N413-8066-6259,4/17/19,IL,7/2/17,261-276-0622 ,jcastaing@zohoo.com,0
FA35381,FKG2601,TO7878196,A-2017-VL538,5,,1,175519.6,10/6/17,10/9/17,1,1,41.91000891,-87.72535418,26630,1,FKG2601,6/25/16,6/25/17,2008,Chevrolet,Silverado,HSNS075,Light Brown,164688,0,Charley,Gennard,M,10/19/64,165-40-1587,B319-3848-6043,8/3/20,IL,10/8/05,362-937-0707 ,cgennard@mooosend.com,0
FJ66794,EAH1655,XV6277028,A-2018-WF137,3,,3,194933.4,7/31/18,8/10/18,0,1,41.8876023,-87.67449183,1680,0,EAH1655,8/2/17,8/2/18,2009,Nissan,Maxima,JWCB736,Light Brown,190440,0,Sammie,Miwa,M,8/30/82,429-78-1241,Q672-5860-4645,3/8/18,IL,11/6/07,839-290-0562 ,smiwa@husshmail.com,0
LB17708,YYL6245,WT2881540,A-2016-ZV935,5,,1,207329.5,5/13/16,5/20/16,1,1,41.76486997,-87.65902415,41850,1,YYL6245,2/2/15,2/2/16,2006,Chevrolet,Traverse,IKKB421,White,204240,0,Rhonda,Elfering,F,3/9/01,009-39-9175,E571-6768-6783,7/15/19,IL,3/13/02,739-615-0520 ,relfering@fasstmail.com,0
ML70626,KQB7806,VR3515393,A-2017-KU336,1,,3,169419,6/2/17,6/7/17,1,1,41.69432296,-87.67655019,2380,0,XZG9276,7/17/16,7/17/17,2009,Subaru,Impreza,PYSM437,Black,154956,0,Helga,Pantages,F,1/27/67,314-13-7531,F876-6104-5632,12/24/21,IL,11/16/06,342-682-0792 ,hpantages@outloop.com,0
II37776,ETY3244,SQ6189530,A-2018-AI909,2,,3,204767,1/26/18,1/28/18,0,1,41.7641858,-87.58642639,1060,0,ETY3244,10/23/17,10/23/18,2009,Dodge,Journey,RWAL953,Black,201552,0,Daphne,Tysor,F,4/30/71,545-65-4335,F258-6302-7989,4/23/20,IL,7/16/00,750-294-0576 ,dtysor@husshmail.com,0
KI98385,JDS1375,WZ4338819,A-2017-UT336,2,,3,43490.9,6/21/17,6/26/17,0,1,41.94579529,-87.76451515,2357.5,0,JDS1375,11/8/16,11/8/17,2015,Hyundai,Sonata,UHKP069,Silver,41760,0,Johanna,Lisonbee,F,7/24/51,482-75-6715,V499-4259-6280,1/7/21,IL,4/3/05,235-784-0403 ,jlisonbee@husshmail.com,0
JH58399,ZHU5731,XN8715168,A-2016-IG785,2,,3,49801.1,1/16/16,1/22/16,0,1,41.84375106,-87.70487246,2870,0,ZHU5731,6/17/15,6/16/16,2014,Hyundai,Elantra,HKOH189,Silver,36336,0,Long,Mcstoots,M,8/31/56,603-32-9700,S597-9063-9312,2/28/18,IL,1/17/01,237-633-0282 ,lmcstoots@life.com,0
BA79802,LQE3254,NP2425310,A-2018-HT817,5,,1,66079.7,3/10/18,3/19/18,1,3,41.83418617,-87.67211975,21700,1,LQE3254,1/3/17,1/3/18,2015,Chevrolet,Malibu,NIBT639,White,62784,0,Chris,Fingers,M,1/22/61,886-34-8686,N394-2650-7453,10/22/20,IL,3/22/10,241-743-0362 ,cfingers@lightemail.com,0
HI42166,QKG1873,QP9311362,A-2016-GL386,2,,3,72761.8,2/14/16,2/22/16,1,1,41.99468602,-87.71459314,1140,0,QKG1873,6/11/15,6/10/16,2013,Nissan,Frontier,RNOZ846,Med Dk Blue,60300,0,Ricardo,Tsuji,M,12/27/42,298-50-3678,I285-9284-9483,1/16/19,IL,5/9/11,729-427-0092 ,rtsuji@yahoot.com,0
AK36209,KIM4122,RS2415496,A-2018-DB946,1,,3,63252.7,6/2/18,6/9/18,0,1,41.91811678,-87.78533528,2860,0,KIM4122,4/11/17,4/11/18,2015,Mazda,CX-5,UMGW552,Silver,57420,0,Bettye,Kososki,F,10/6/82,658-55-2866,C381-3571-7756,9/4/18,IL,8/9/99,259-468-0939 ,bkososki@inboux.com,0
FL35053,POF9758,XU3394753,A-2018-IT342,5,,1,72466.3,1/14/18,1/20/18,1,1,41.77704855,-87.66888563,30080,1,POF9758,1/3/17,1/3/18,2015,Chevrolet,Silverado,JKQJ730,Med. Dark Gray,64020,0,Lorena,Scorza,F,3/22/00,044-76-6245,P617-3693-7145,9/3/21,IL,2/14/16,735-465-0676 ,lscorza@fasstmail.com,0
LM61811,IDG7363,QO9238609,A-2017-YT389,1,,1,474874,3/9/17,3/11/17,1,2,41.95711815,-87.73400291,26520,1,IDG7363,8/26/16,8/26/17,1996,Nissan,Maxima,RVOA564,Dark Red,473256,0,Jeramy,Klunder,M,9/25/48,440-81-5306,H211-8283-9654,9/22/18,IL,5/5/02,735-944-0259 ,jklunder@fasstmail.com,0
HH16434,MLI1063,YO8529075,A-2018-GN321,4,,3,593427.4,9/5/18,9/14/18,0,1,41.87741284,-87.6766909,2990,0,MLI1063,2/15/17,2/15/18,1993,Chevrolet,Cruze,XMHG030,Black,585828,0,Maude,Allerton,F,3/13/85,058-53-6075,X898-5381-8294,7/3/19,IL,1/16/11,359-250-0820 ,mallerton@husshmail.com,0
KB88617,PNY7427,TR7388339,A-2018-NX826,5,,1,47319.2,4/16/18,4/25/18,0,3,41.88538966,-87.66682582,29060,1,PNY7427,9/24/17,9/24/18,2016,Volkswagen,Jetta,XENC921,Gold,46704,0,Cornelia,Helper,F,7/18/89,753-76-4813,F984-3121-6304,8/16/18,IL,11/6/02,748-816-0645 ,chelper@outloop.com,0
EL93393,GNN7654,NW0905435,A-2017-JD841,2,,3,191901.8,7/31/17,7/31/17,0,1,41.84760841,-87.62046048,2890,0,UOZ2611,11/24/16,11/24/17,2009,Hyundai,Santa Fe,WFND854,Light Brown,180360,0,Nelson,Selga,M,11/4/89,079-07-7071,Q285-9084-3162,5/22/19,IL,4/18/12,741-711-0095 ,nselga@freshmaail.com,0
EL19015,INJ6643,XR3409655,A-2018-TT508,1,,2,167827,12/30/18,1/6/19,0,1,41.95042134,-87.68850982,2540,0,INJ6643,6/17/17,6/17/18,2010,Chevrolet,Malibu,CMMI797,Light Brown,155664,0,Dominick,Crumbaker,M,5/6/35,170-82-3049,E854-7415-3591,3/18/21,IL,9/27/13,241-304-0813 ,dcrumbaker@gmxx.com,0
IM86512,SWW4241,UO4370847,A-2018-KQ964,4,,1,192928.4,3/4/18,3/9/18,1,1,42.01118202,-87.66289497,35178.5,1,DYF4164,9/7/17,9/7/18,2010,Dodge,Ram,OLEX424,Silver,183180,0,Iris,Matlak,F,2/8/61,310-40-0054,C659-2893-4199,10/20/21,IL,11/16/17,238-674-0248 ,imatlak@beemail.com,0
MC45606,DHW8322,WZ0472676,A-2018-QV187,1,,3,89994.9,6/29/18,7/13/18,0,1,41.93350826,-87.772253,2440,0,DHW8322,10/18/17,10/18/18,2014,Nissan,Pathfinder,QAUF557,Dark Red,85620,0,Micah,Zarzuela,M,8/28/89,077-06-4963,Z575-3910-3907,12/9/20,IL,3/16/01,729-349-0088 ,mzarzuela@mmail.com,0
AH36902,MHO7867,VV7195615,A-2017-FH914,1,,3,437657.7,6/16/17,6/30/17,0,1,41.86703514,-87.64752208,3128,0,MHO7867,9/21/16,9/21/17,1998,Subaru,XV Crosstrek,WRPO596,Silver,423480,0,Ignacio,Schoenmann,M,10/17/64,835-56-5632,U556-6549-1876,8/7/20,IL,2/18/14,624-401-0562 ,ischoenmann@mailjeep.com,0
JJ23409,AXH2427,XP6738250,A-2016-ZU174,3,,3,69409.6,4/5/16,4/10/16,1,1,41.93791493,-87.76662131,1050,0,AXH2427,9/24/15,9/23/16,2010,Honda,CR-V,KISQ674,Med Red,66276,1,Maynard,Hedayat,M,5/14/96,100-53-3700,W183-4584-5720,2/21/19,IL,6/16/05,237-525-0082 ,mhedayat@ggmail.com,0
GE87726,HQW2743,WY8413665,A-2018-CW946,3,,1,226236.8,1/11/18,1/13/18,1,3,41.88211763,-87.62767361,32867,1,HQW2743,6/15/17,6/15/18,2007,Ford,Escape,LVNK864,Black,217932,0,John,Westrich,F,1/12/51,142-30-6898,A341-1807-1904,9/11/21,IL,5/25/17,638-846-0633 ,jwestrich@freshmaail.com,0
CC04656,VER6077,SP6029378,A-2017-RL305,3,,1,112907.3,8/19/17,8/31/17,1,1,41.78674894,-87.78174785,36170,1,VER6077,7/25/16,7/25/17,2012,Chevrolet,Silverado,GLYC174,Black,105600,0,Olga,Haske,F,2/11/55,513-29-4929,L486-6651-4100,7/25/19,IL,10/11/15,258-848-0827 ,ohaske@life.com,0
BB24765,VWO6089,TV8532830,A-2018-PO349,2,,3,187061.4,5/29/18,6/8/18,0,1,41.78197998,-87.61581637,2875,0,VWO6089,1/12/17,1/12/18,2010,Toyota,Rav-4,AMYP261,Dark Red,179040,0,Roscoe,Fliss,M,9/18/77,086-92-9158,Y535-1800-1674,7/31/19,IL,10/20/14,265-214-0603 ,rfliss@fasstmail.com,0
GF70444,IIN4093,UV6319755,A-2018-DJ532,5,,1,65337.8,1/30/18,2/4/18,1,1,41.97908367,-87.66009105,31240,1,IIN4093,10/19/17,10/19/18,2015,Nissan,Altima,GMQU351,White,61212,0,Tom,Cawyer,M,6/30/81,451-98-7041,F775-3069-7550,6/14/21,IL,9/24/05,247-854-0112 ,tcawyer@mailjeep.com,0
JF09442,OBD4667,OO5485525,A-2017-SV314,3,,1,64730.9,11/19/17,11/25/17,1,1,41.87324546,-87.74511718,34200,1,OBD4667,4/24/16,4/24/17,2011,Toyota,Corolla,OZYL108,Med Red,61908,1,Carol,Boca,M,1/22/75,556-92-2818,J503-3572-9528,8/28/21,IL,10/20/08,745-206-0581 ,cboca@husshmail.com,0
BD58953,QLO1576,NR3163843,A-2017-UU269,4,,3,60668.3,7/22/17,7/24/17,1,1,41.856717,-87.68317452,2110,0,QLO1576,6/17/16,6/17/17,2015,Ford,F-150,PTKS563,Med Dk Blue,47544,0,Kay,Leversee,F,10/16/63,496-16-1654,W297-3090-8325,3/14/19,IL,7/22/07,232-705-0770 ,kleversee@mailjeep.com,0
HG07601,KBX1237,SY3551935,A-2017-XT837,1,,1,214026.3,1/4/17,1/13/17,1,1,41.97620114,-87.90530913,39928,1,KBX1237,10/26/16,10/26/17,2008,Honda,Accord,LFOU679,Med Dk Blue,202608,0,Bruce,Buldo,M,5/15/51,052-04-9063,R582-2289-2716,10/17/20,IL,9/24/14,748-392-0766 ,bbuldo@mailjeep.com,0
KJ37975,PQW5430,NW3871701,A-2018-CL702,2,,3,183947.6,9/21/18,9/22/18,0,4,42.01218799,-87.69937653,1110,0,PQW5430,2/19/17,2/19/18,2010,Honda,Pilot,USIW719,Silver,179460,0,Lashonda,Stenquist,F,7/24/78,124-18-4678,A947-3195-8387,10/27/20,IL,11/4/09,349-644-0824 ,lstenquist@beemail.com,0
HC84329,EDQ9600,NN9856134,A-2017-KT680,4,,3,46207.7,12/20/17,12/23/17,0,2,41.91721463,-87.73138856,3381,0,EDQ9600,10/4/16,10/4/17,2013,Mercedes,GLE,MVFV216,Gold,42522,1,Alba,Parmentier,F,2/13/74,098-11-1732,I546-6771-5379,3/18/20,IL,7/5/15,846-532-0939 ,aparmentier@zohoo.com,0
GD70310,VEC1521,RT6638674,A-2018-BR337,4,,3,336005.4,9/21/18,10/1/18,0,2,41.78309273,-87.72303138,1740,0,VEC1521,5/3/17,5/3/18,2001,Mazda,CX-5,RNXF542,Black,327516,0,Jesse,Folsom,F,7/20/47,594-94-3020,R291-5047-8380,4/13/20,IL,7/9/07,261-216-0378 ,jfolsom@husshmail.com,0
HM61413,WPQ8231,NY2006886,A-2016-ZD525,5,,1,141209.2,1/18/16,2/1/16,1,1,41.91573795,-87.70026226,26300,1,WPQ8231,4/21/15,4/20/16,2010,Volkswagen,Jetta,VHWC459,Black,130824,0,Nilda,Miraflor,F,7/13/43,749-09-9576,V327-3766-3754,3/4/21,IL,9/19/17,738-972-0522 ,nmiraflor@beemail.com,0
GA72840,XPA7168,QV1059877,A-2018-AK270,1,,3,91105.5,2/28/18,3/14/18,1,1,41.95376417,-87.72716599,1040,0,XPA7168,2/7/17,2/7/18,2014,Honda,CR-V,SAPX906,Gold,81072,0,Branden,Welfley,M,12/19/54,578-20-1504,Y206-9846-5160,7/19/19,IL,11/15/99,230-825-0344 ,bwelfley@husshmail.com,1
CC78693,NTC9808,RU2151351,A-2016-DH475,2,,3,46620.6,11/25/16,12/1/16,0,1,41.77469454,-87.7420133,1800,0,NTC9808,9/27/15,9/26/16,2014,Subaru,Outback,XKQG044,Silver,43200,0,Cleo,Elom,F,6/17/59,588-64-9974,S786-1306-3601,12/19/20,IL,3/19/13,342-616-0694 ,celom@life.com,0
DD66536,FOL2754,YR8785315,A-2018-NM239,3,,3,107685.7,7/12/18,7/23/18,0,1,41.89941925,-87.64290547,1550,0,RRZ1970,10/8/17,10/8/18,2013,Toyota,Highlander,TWWR538,White,97200,0,Carmelo,Garabito,M,2/3/65,654-44-4671,P718-5815-5170,6/14/20,IL,11/22/14,748-838-0463 ,cgarabito@ggmail.com,0
FD00052,MJL5153,ZV5243877,A-2017-PZ268,3,,1,110135.5,3/6/17,3/9/17,1,1,41.89585492,-87.6867234,14170,1,MJL5153,5/19/16,5/19/17,2012,Hyundai,Tucson,UWVS890,Silver,103500,0,Lowell,Tibbitt,M,10/8/44,094-25-6725,K724-5055-1129,1/22/20,IL,3/23/11,741-843-0747 ,ltibbitt@ggmail.com,0
EK56020,AMQ2716,VQ0260535,A-2016-GZ132,5,,3,228054.5,2/19/16,2/28/16,1,1,41.66335924,-87.64109301,2714,0,AMQ2716,11/21/15,11/20/16,2004,Chevrolet,Colorado,WTWU550,Light Brown,217728,0,Liliana,Peshlakai,F,1/5/98,689-22-0492,J865-5806-3376,12/8/18,IL,8/17/02,241-323-0856 ,lpeshlakai@beemail.com,0
EI39779,WEB8329,RW9068881,A-2018-ZT127,4,,3,254798.3,3/6/18,3/9/18,0,1,41.70601709,-87.70630299,1260,0,WEB8329,9/2/17,9/2/18,2005,Honda,HR-V,WUGD697,Light Brown,246480,0,Yolanda,Kringen,F,4/24/94,074-23-3071,M958-2167-1020,8/11/20,IL,8/27/00,235-854-0447 ,ykringen@zohoo.com,0
CA17983,GJQ6937,QN4461734,A-2017-GL490,2,,3,130393.3,6/21/17,6/21/17,0,3,41.994414,-87.76501259,1322.5,0,GJQ6937,11/9/16,11/9/17,2011,Ford,E-Series,ZHBF685,White,120444,0,Mary,Zappia,F,7/6/84,731-46-2005,D284-9553-4145,3/4/19,IL,5/13/00,826-202-0538 ,mzappia@mooosend.com,0
CM80296,GHF3233,QN7818688,A-2018-VS170,5,,3,297760.3,6/23/18,6/28/18,0,1,41.89832188,-87.69071927,2310,0,GHF3233,10/13/17,10/13/18,2005,Jeep,Grand Cherokee,JHAB083,Black,296880,0,Dolly,Wierenga,F,5/24/64,588-14-7337,M455-2905-8406,4/30/19,IL,1/20/03,723-237-0263 ,dwierenga@fasstmail.com,0
GM30150,ZOY7706,TU5287490,A-2017-JI750,3,,1,131673.5,11/15/17,11/24/17,0,1,41.79291088,-87.74207734,19150,1,ZOY7706,1/17/16,1/16/17,2011,Ford,Explorer,DPBV335,Med Dk Blue,123960,0,Ross,Lanham,M,6/24/46,453-59-6009,J229-6330-4756,5/23/20,IL,9/4/11,261-937-0164 ,rlanham@mailjeep.com,0
IA53125,GPY6080,YY1590110,A-2018-HK543,1,,3,98440.5,10/8/18,10/15/18,0,1,41.89674551,-87.63702944,3346.5,0,GPY6080,10/15/17,10/15/18,2009,Chevrolet,Malibu,KOSN169,Silver,93090,1,Pasquale,Kyser,M,1/25/58,380-14-2452,J631-1817-6085,5/10/19,IL,9/2/14,245-445-0782 ,pkyser@mooosend.com,0
IA59125,QRG2235,RX5692500,A-2018-MS943,3,,3,215608,8/20/18,8/30/18,1,1,41.68539921,-87.61124747,18457.5,0,QRG2235,7/22/17,7/22/18,2008,Ford,Escape,DPEW173,Silver,214908,0,Carly,Connie,F,5/21/90,143-69-2285,B762-4511-8016,4/6/21,IL,3/17/08,729-658-0192 ,cconnie@beemail.com,0
KA25680,BEM6088,OW2080302,A-2016-HV508,3,,3,147014.6,6/8/16,6/8/16,1,1,41.99701459,-87.81041348,2440,0,BEM6088,11/4/15,11/3/16,2010,Ford,F-150,IMTR801,White,140040,0,Birdie,Conception,F,5/3/61,068-80-8150,Z821-2071-7003,12/13/21,IL,4/16/09,748-957-0876 ,bconception@outloop.com,0
IJ12612,VAQ3211,RT2089043,A-2016-FA392,1,,1,70340.3,5/27/16,6/3/16,1,2,41.93127854,-87.75737779,33330,1,VAQ3211,11/19/15,11/18/16,2009,GMC,Terrain,CIVS502,Light Brown,65604,1,Jefferson,Weasenforth,M,6/8/51,009-93-0608,F405-2255-1425,12/28/18,IL,1/23/13,232-776-0030 ,jweasenforth@mmail.com,0
HD51513,BIN4596,NU0728235,A-2017-KN723,1,,1,329274.9,6/29/17,7/13/17,1,1,41.84804957,-87.70529466,22440,1,BIN4596,8/3/16,8/3/17,2001,Dodge,Durango,PNAQ748,Med Dk Blue,319980,0,Vincenzo,Heetland,M,6/21/01,658-35-2831,C455-5339-3911,2/19/19,IL,3/14/13,750-206-0029 ,vheetland@husshmail.com,0
MI10768,AEO9709,UX9767003,A-2017-HP848,3,,1,386204.8,10/28/17,11/7/17,1,1,41.86736269,-87.6392932,30670,1,AEO9709,6/23/16,6/23/17,1998,Dodge,Charger,KPAX159,Light Brown,384396,0,Marcella,Acfalle,F,6/12/74,791-69-1614,F725-1513-6722,12/9/20,IL,9/26/15,746-259-0292 ,macfalle@beemail.com,0
CE71895,IJV1641,QO6393378,A-2017-FR579,1,,1,131464.5,11/27/17,11/29/17,1,2,41.87534439,-87.6633849,22011,1,IJV1641,6/12/16,6/12/17,2011,Nissan,Rogue,JYKX114,Silver,120192,0,Homer,Vorhauer,M,6/14/65,762-59-8731,E202-1665-7475,2/14/21,IL,4/21/14,729-226-0527 ,hvorhauer@mmail.com,0
KJ87338,HOT6911,SN3900751,A-2017-DX139,1,,3,258212,10/17/17,10/28/17,0,1,41.69655382,-87.6090418,3231.5,0,HOT6911,2/22/16,2/21/17,2006,Dodge,Charger,OBPK346,Med. Dark Gray,245604,0,Valentine,Boock,M,11/20/56,389-30-7381,I198-4523-8488,11/22/19,IL,11/10/08,746-820-0571 ,vboock@beemail.com,0
DI75013,DMN6712,TS9449491,A-2017-GQ426,3,,1,198984,4/1/17,4/12/17,0,5,41.94103256,-87.72655279,2010,1,DMN6712,11/27/16,11/27/17,2007,Honda,CR-V,UKKW557,Black,196908,0,Margery,Zapatero,F,11/5/00,604-34-2217,G564-9268-7032,4/21/20,IL,3/9/00,728-869-0921 ,mzapatero@gmxx.com,0
IE90240,YSQ1523,SZ2214104,A-2018-HD175,4,,3,146934.5,11/6/18,11/6/18,1,1,41.96803936,-87.74028389,1020,0,YSQ1523,1/7/17,1/7/18,2011,Toyota,Highlander,UDWV868,Silver,142200,0,Esther,Maryott,F,7/15/74,315-70-9385,A555-7075-3286,9/13/20,IL,9/3/17,729-772-0351 ,emaryott@inboux.com,0
